port,proto,name,desc
440,udp,sgcp,sgcp
441,tcp,decvms-sysmgt,decvms-sysmgt
441,udp,decvms-sysmgt,decvms-sysmgt
442,tcp,cvc-hostd,"cvc_hostd IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
442,udp,cvc-hostd,"cvc_hostd IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
443,tcp,https,http protocol over TLS/SSL
443,udp,https,http protocol over TLS/SSL
444,tcp,snpp,Simple Network Paging Protocol
444,udp,snpp,Simple Network Paging Protocol
445,tcp,microsoft-ds,Microsoft-DS
445,udp,microsoft-ds,Microsoft-DS
446,tcp,ddm-rdb,DDM-Remote Relational Database Access
446,udp,ddm-rdb,DDM-Remote Relational Database Access
447,tcp,ddm-dfm,DDM-Distributed File Management
447,udp,ddm-dfm,DDM-Distributed File Management
448,tcp,ddm-ssl,DDM-Remote DB Access Using Secure Sockets
448,udp,ddm-ssl,DDM-Remote DB Access Using Secure Sockets
449,tcp,as-servermap,AS Server Mapper
449,udp,as-servermap,AS Server Mapper
450,tcp,tserver,Computer Supported Telecomunication Applications
450,udp,tserver,Computer Supported Telecomunication Applications
451,tcp,sfs-smp-net,Cray Network Semaphore server
451,udp,sfs-smp-net,Cray Network Semaphore server
452,tcp,sfs-config,Cray SFS config server
452,udp,sfs-config,Cray SFS config server
453,tcp,creativeserver,CreativeServer
453,udp,creativeserver,CreativeServer
454,tcp,contentserver,ContentServer
454,udp,contentserver,ContentServer
455,tcp,creativepartnr,CreativePartnr
455,udp,creativepartnr,CreativePartnr
456,tcp,macon-tcp,macon-tcp
456,udp,macon-udp,macon-udp
457,tcp,scohelp,scohelp
457,udp,scohelp,scohelp
458,tcp,appleqtc,apple quick time
458,udp,appleqtc,apple quick time
459,tcp,ampr-rcmd,ampr-rcmd
459,udp,ampr-rcmd,ampr-rcmd
460,tcp,skronk,skronk
460,udp,skronk,skronk
461,tcp,datasurfsrv,DataRampSrv
461,udp,datasurfsrv,DataRampSrv
462,tcp,datasurfsrvsec,DataRampSrvSec
462,udp,datasurfsrvsec,DataRampSrvSec
463,tcp,alpes,alpes
463,udp,alpes,alpes
464,tcp,kpasswd,kpasswd
464,udp,kpasswd,kpasswd
465,tcp,urd,URL Rendezvous Directory for SSM
465,udp,igmpv3lite,IGMP over UDP for SSM
466,tcp,digital-vrc,digital-vrc
466,udp,digital-vrc,digital-vrc
467,tcp,mylex-mapd,mylex-mapd
467,udp,mylex-mapd,mylex-mapd
468,tcp,photuris,proturis
468,udp,photuris,proturis
469,tcp,rcp,Radio Control Protocol
469,udp,rcp,Radio Control Protocol
470,tcp,scx-proxy,scx-proxy
470,udp,scx-proxy,scx-proxy
471,tcp,mondex,Mondex
471,udp,mondex,Mondex
472,tcp,ljk-login,ljk-login
472,udp,ljk-login,ljk-login
473,tcp,hybrid-pop,hybrid-pop
473,udp,hybrid-pop,hybrid-pop
474,tcp,tn-tl-w1,tn-tl-w1
474,udp,tn-tl-w2,tn-tl-w2
475,tcp,tcpnethaspsrv,tcpnethaspsrv
475,udp,tcpnethaspsrv,tcpnethaspsrv
476,tcp,tn-tl-fd1,tn-tl-fd1
476,udp,tn-tl-fd1,tn-tl-fd1
477,tcp,ss7ns,ss7ns
477,udp,ss7ns,ss7ns
478,tcp,spsc,spsc
478,udp,spsc,spsc
479,tcp,iafserver,iafserver
479,udp,iafserver,iafserver
480,tcp,iafdbase,iafdbase
480,udp,iafdbase,iafdbase
481,tcp,ph,Ph service
481,udp,ph,Ph service
482,tcp,bgs-nsi,bgs-nsi
482,udp,bgs-nsi,bgs-nsi
483,tcp,ulpnet,ulpnet
483,udp,ulpnet,ulpnet
484,tcp,integra-sme,Integra Software Management Environment
484,udp,integra-sme,Integra Software Management Environment
485,tcp,powerburst,Air Soft Power Burst
485,udp,powerburst,Air Soft Power Burst
486,tcp,avian,avian
486,udp,avian,avian
487,tcp,saft,saft Simple Asynchronous File Transfer
487,udp,saft,saft Simple Asynchronous File Transfer
488,tcp,gss-http,gss-http
488,udp,gss-http,gss-http
489,tcp,nest-protocol,nest-protocol
489,udp,nest-protocol,nest-protocol
490,tcp,micom-pfs,micom-pfs
490,udp,micom-pfs,micom-pfs
491,tcp,go-login,go-login
491,udp,go-login,go-login
492,tcp,ticf-1,Transport Independent Convergence for FNA
492,udp,ticf-1,Transport Independent Convergence for FNA
493,tcp,ticf-2,Transport Independent Convergence for FNA
493,udp,ticf-2,Transport Independent Convergence for FNA
494,tcp,pov-ray,POV-Ray
494,udp,pov-ray,POV-Ray
495,tcp,intecourier,intecourier
495,udp,intecourier,intecourier
496,tcp,pim-rp-disc,PIM-RP-DISC
496,udp,pim-rp-disc,PIM-RP-DISC
497,tcp,retrospect,Retrospect backup and restore service
497,udp,retrospect,Retrospect backup and restore service
498,tcp,siam,siam
498,udp,siam,siam
499,tcp,iso-ill,ISO ILL Protocol
499,udp,iso-ill,ISO ILL Protocol
500,tcp,isakmp,isakmp
500,udp,isakmp,isakmp
501,tcp,stmf,STMF
501,udp,stmf,STMF
502,tcp,mbap,Modbus Application Protocol
502,udp,mbap,Modbus Application Protocol
503,tcp,intrinsa,Intrinsa
503,udp,intrinsa,Intrinsa
504,tcp,citadel,citadel
504,udp,citadel,citadel
505,tcp,mailbox-lm,mailbox-lm
505,udp,mailbox-lm,mailbox-lm
506,tcp,ohimsrv,ohimsrv
506,udp,ohimsrv,ohimsrv
507,tcp,crs,crs
507,udp,crs,crs
508,tcp,xvttp,xvttp
508,udp,xvttp,xvttp
509,tcp,snare,snare
509,udp,snare,snare
510,tcp,fcp,FirstClass Protocol
510,udp,fcp,FirstClass Protocol
511,tcp,passgo,PassGo
511,udp,passgo,PassGo
512,tcp,exec,remote process execution; authentication performed using passwords and UNIX login names
512,udp,comsat,
513,tcp,login,"remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
513,udp,who,maintains data bases showing who's logged in to machines on a local net and the load average of the machine
514,tcp,shell,"cmd like exec, but automatic authentication is performed as for login server"
514,udp,syslog,
515,tcp,printer,spooler
515,udp,printer,spooler
516,tcp,videotex,videotex
516,udp,videotex,videotex
517,tcp,talk,"like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
517,udp,talk,"like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
518,tcp,ntalk,
518,udp,ntalk,
519,tcp,utime,unixtime
519,udp,utime,unixtime
520,tcp,efs,extended file name server
520,udp,router,local routing process (on site); uses variant of Xerox NS routing information protocol - RIP
521,tcp,ripng,ripng
521,udp,ripng,ripng
522,tcp,ulp,ULP
522,udp,ulp,ULP
523,tcp,ibm-db2,IBM-DB2
523,udp,ibm-db2,IBM-DB2
524,tcp,ncp,NCP
524,udp,ncp,NCP
525,tcp,timed,timeserver
525,udp,timed,timeserver
526,tcp,tempo,newdate
526,udp,tempo,newdate
527,tcp,stx,Stock IXChange
527,udp,stx,Stock IXChange
528,tcp,custix,Customer IXChange
528,udp,custix,Customer IXChange
529,tcp,irc-serv,IRC-SERV
529,udp,irc-serv,IRC-SERV
530,tcp,courier,rpc
530,udp,courier,rpc
531,tcp,conference,chat
531,udp,conference,chat
532,tcp,netnews,readnews
532,udp,netnews,readnews
533,tcp,netwall,for emergency broadcasts
533,udp,netwall,for emergency broadcasts
534,tcp,windream,windream Admin
534,udp,windream,windream Admin
535,tcp,iiop,iiop
535,udp,iiop,iiop
536,tcp,opalis-rdv,opalis-rdv
536,udp,opalis-rdv,opalis-rdv
537,tcp,nmsp,Networked Media Streaming Protocol
537,udp,nmsp,Networked Media Streaming Protocol
538,tcp,gdomap,gdomap
538,udp,gdomap,gdomap
539,tcp,apertus-ldp,Apertus Technologies Load Determination
539,udp,apertus-ldp,Apertus Technologies Load Determination
540,tcp,uucp,uucpd
540,udp,uucp,uucpd
541,tcp,uucp-rlogin,uucp-rlogin
541,udp,uucp-rlogin,uucp-rlogin
542,tcp,commerce,commerce
542,udp,commerce,commerce
543,tcp,klogin,
543,udp,klogin,
544,tcp,kshell,krcmd
544,udp,kshell,krcmd
545,tcp,appleqtcsrvr,appleqtcsrvr
545,udp,appleqtcsrvr,appleqtcsrvr
546,tcp,dhcpv6-client,DHCPv6 Client
546,udp,dhcpv6-client,DHCPv6 Client
547,tcp,dhcpv6-server,DHCPv6 Server
547,udp,dhcpv6-server,DHCPv6 Server
548,tcp,afpovertcp,AFP over TCP
548,udp,afpovertcp,AFP over TCP
549,tcp,idfp,IDFP
549,udp,idfp,IDFP
550,tcp,new-rwho,new-who
550,udp,new-rwho,new-who
551,tcp,cybercash,cybercash
551,udp,cybercash,cybercash
552,tcp,devshr-nts,DeviceShare
552,udp,devshr-nts,DeviceShare
553,tcp,pirp,pirp
553,udp,pirp,pirp
554,tcp,rtsp,Real Time Streaming Protocol (RTSP)
554,udp,rtsp,Real Time Streaming Protocol (RTSP)
555,tcp,dsf,
555,udp,dsf,
556,tcp,remotefs,rfs server
556,udp,remotefs,rfs server
557,tcp,openvms-sysipc,openvms-sysipc
557,udp,openvms-sysipc,openvms-sysipc
558,tcp,sdnskmp,SDNSKMP
558,udp,sdnskmp,SDNSKMP
559,tcp,teedtap,TEEDTAP
559,udp,teedtap,TEEDTAP
560,tcp,rmonitor,rmonitord
560,udp,rmonitor,rmonitord
561,tcp,monitor,
561,udp,monitor,
562,tcp,chshell,chcmd
562,udp,chshell,chcmd
563,tcp,nntps,nntp protocol over TLS/SSL (was snntp)
563,udp,nntps,nntp protocol over TLS/SSL (was snntp)
564,tcp,9pfs,plan 9 file service
564,udp,9pfs,plan 9 file service
565,tcp,whoami,whoami
565,udp,whoami,whoami
566,tcp,streettalk,streettalk
566,udp,streettalk,streettalk
567,tcp,banyan-rpc,banyan-rpc
567,udp,banyan-rpc,banyan-rpc
568,tcp,ms-shuttle,microsoft shuttle
568,udp,ms-shuttle,microsoft shuttle
569,tcp,ms-rome,microsoft rome
569,udp,ms-rome,microsoft rome
570,tcp,meter,demon
570,udp,meter,demon
571,tcp,meter,udemon
571,udp,meter,udemon
572,tcp,sonar,sonar
572,udp,sonar,sonar
573,tcp,banyan-vip,banyan-vip
573,udp,banyan-vip,banyan-vip
574,tcp,ftp-agent,FTP Software Agent System
574,udp,ftp-agent,FTP Software Agent System
575,tcp,vemmi,VEMMI
575,udp,vemmi,VEMMI
576,tcp,ipcd,ipcd
576,udp,ipcd,ipcd
577,tcp,vnas,vnas
577,udp,vnas,vnas
578,tcp,ipdd,ipdd
578,udp,ipdd,ipdd
579,tcp,decbsrv,decbsrv
579,udp,decbsrv,decbsrv
580,tcp,sntp-heartbeat,SNTP HEARTBEAT
580,udp,sntp-heartbeat,SNTP HEARTBEAT
581,tcp,bdp,Bundle Discovery Protocol
581,udp,bdp,Bundle Discovery Protocol
582,tcp,scc-security,SCC Security
582,udp,scc-security,SCC Security
583,tcp,philips-vc,Philips Video-Conferencing
583,udp,philips-vc,Philips Video-Conferencing
584,tcp,keyserver,Key Server
584,udp,keyserver,Key Server
586,tcp,password-chg,Password Change
586,udp,password-chg,Password Change
587,tcp,submission,Message Submission
587,udp,submission,Message Submission
588,tcp,cal,CAL
588,udp,cal,CAL
589,tcp,eyelink,EyeLink
589,udp,eyelink,EyeLink
590,tcp,tns-cml,TNS CML
590,udp,tns-cml,TNS CML
591,tcp,http-alt,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
591,udp,http-alt,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
592,tcp,eudora-set,Eudora Set
592,udp,eudora-set,Eudora Set
593,tcp,http-rpc-epmap,HTTP RPC Ep Map
593,udp,http-rpc-epmap,HTTP RPC Ep Map
594,tcp,tpip,TPIP
594,udp,tpip,TPIP
595,tcp,cab-protocol,CAB Protocol
595,udp,cab-protocol,CAB Protocol
596,tcp,smsd,SMSD
596,udp,smsd,SMSD
597,tcp,ptcnameservice,PTC Name Service
597,udp,ptcnameservice,PTC Name Service
598,tcp,sco-websrvrmg3,SCO Web Server Manager 3
598,udp,sco-websrvrmg3,SCO Web Server Manager 3
599,tcp,acp,Aeolon Core Protocol
599,udp,acp,Aeolon Core Protocol
600,tcp,ipcserver,Sun IPC server
600,udp,ipcserver,Sun IPC server
601,tcp,syslog-conn,Reliable Syslog Service
601,udp,syslog-conn,Reliable Syslog Service
602,tcp,xmlrpc-beep,XML-RPC over BEEP
602,udp,xmlrpc-beep,XML-RPC over BEEP
603,tcp,idxp,IDXP
603,udp,idxp,IDXP
604,tcp,tunnel,TUNNEL
604,udp,tunnel,TUNNEL
605,tcp,soap-beep,SOAP over BEEP
605,udp,soap-beep,SOAP over BEEP
606,tcp,urm,Cray Unified Resource Manager
606,udp,urm,Cray Unified Resource Manager
607,tcp,nqs,nqs
607,udp,nqs,nqs
608,tcp,sift-uft,Sender-Initiated/Unsolicited File Transfer
608,udp,sift-uft,Sender-Initiated/Unsolicited File Transfer
609,tcp,npmp-trap,npmp-trap
609,udp,npmp-trap,npmp-trap
610,tcp,npmp-local,npmp-local
610,udp,npmp-local,npmp-local
611,tcp,npmp-gui,npmp-gui
611,udp,npmp-gui,npmp-gui
612,tcp,hmmp-ind,HMMP Indication
612,udp,hmmp-ind,HMMP Indication
613,tcp,hmmp-op,HMMP Operation
613,udp,hmmp-op,HMMP Operation
614,tcp,sshell,SSLshell
614,udp,sshell,SSLshell
615,tcp,sco-inetmgr,Internet Configuration Manager
615,udp,sco-inetmgr,Internet Configuration Manager
616,tcp,sco-sysmgr,SCO System Administration Server
616,udp,sco-sysmgr,SCO System Administration Server
617,tcp,sco-dtmgr,SCO Desktop Administration Server
617,udp,sco-dtmgr,SCO Desktop Administration Server
618,tcp,dei-icda,DEI-ICDA
618,udp,dei-icda,DEI-ICDA
619,tcp,compaq-evm,Compaq EVM
619,udp,compaq-evm,Compaq EVM
620,tcp,sco-websrvrmgr,SCO WebServer Manager
620,udp,sco-websrvrmgr,SCO WebServer Manager
621,tcp,escp-ip,ESCP
621,udp,escp-ip,ESCP
622,tcp,collaborator,Collaborator
622,udp,collaborator,Collaborator
623,tcp,oob-ws-http,DMTF out-of-band web services management protocol
623,udp,asf-rmcp,ASF Remote Management and Control Protocol
624,tcp,cryptoadmin,Crypto Admin
624,udp,cryptoadmin,Crypto Admin
625,tcp,dec-dlm,"DEC DLM IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
625,udp,dec-dlm,"DEC DLM IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
626,tcp,asia,ASIA
626,udp,asia,ASIA
627,tcp,passgo-tivoli,PassGo Tivoli
627,udp,passgo-tivoli,PassGo Tivoli
628,tcp,qmqp,QMQP
628,udp,qmqp,QMQP
629,tcp,3com-amp3,3Com AMP3
629,udp,3com-amp3,3Com AMP3
630,tcp,rda,RDA
630,udp,rda,RDA
631,tcp,ipp,IPP (Internet Printing Protocol)
631,udp,ipp,IPP (Internet Printing Protocol)
632,tcp,bmpp,bmpp
632,udp,bmpp,bmpp
633,tcp,servstat,Service Status update (Sterling Software)
633,udp,servstat,Service Status update (Sterling Software)
634,tcp,ginad,ginad
634,udp,ginad,ginad
635,tcp,rlzdbase,RLZ DBase
635,udp,rlzdbase,RLZ DBase
636,tcp,ldaps,ldap protocol over TLS/SSL (was sldap)
636,udp,ldaps,ldap protocol over TLS/SSL (was sldap)
637,tcp,lanserver,lanserver
637,udp,lanserver,lanserver
638,tcp,mcns-sec,mcns-sec
638,udp,mcns-sec,mcns-sec
639,tcp,msdp,MSDP
639,udp,msdp,MSDP
640,tcp,entrust-sps,entrust-sps
640,udp,entrust-sps,entrust-sps
641,tcp,repcmd,repcmd
641,udp,repcmd,repcmd
642,tcp,esro-emsdp,ESRO-EMSDP V1.3
642,udp,esro-emsdp,ESRO-EMSDP V1.3
643,tcp,sanity,SANity
643,udp,sanity,SANity
644,tcp,dwr,dwr
644,udp,dwr,dwr
645,tcp,pssc,PSSC
645,udp,pssc,PSSC
646,tcp,ldp,LDP
646,udp,ldp,LDP
647,tcp,dhcp-failover,DHCP Failover
647,udp,dhcp-failover,DHCP Failover
648,tcp,rrp,Registry Registrar Protocol (RRP)
648,udp,rrp,Registry Registrar Protocol (RRP)
649,tcp,cadview-3d,Cadview-3d - streaming 3d models over the internet
649,udp,cadview-3d,Cadview-3d - streaming 3d models over the internet
650,tcp,obex,OBEX
650,udp,obex,OBEX
651,tcp,ieee-mms,IEEE MMS
651,udp,ieee-mms,IEEE MMS
652,tcp,hello-port,HELLO_PORT
652,udp,hello-port,HELLO_PORT
653,tcp,repscmd,RepCmd
653,udp,repscmd,RepCmd
654,tcp,aodv,AODV
654,udp,aodv,AODV
655,tcp,tinc,TINC
655,udp,tinc,TINC
656,tcp,spmp,SPMP
656,udp,spmp,SPMP
657,tcp,rmc,RMC
657,udp,rmc,RMC
658,tcp,tenfold,TenFold
658,udp,tenfold,TenFold
660,tcp,mac-srvr-admin,MacOS Server Admin
660,udp,mac-srvr-admin,MacOS Server Admin
661,tcp,hap,HAP
661,udp,hap,HAP
662,tcp,pftp,PFTP
662,udp,pftp,PFTP
663,tcp,purenoise,PureNoise
663,udp,purenoise,PureNoise
664,tcp,oob-ws-https,DMTF out-of-band secure web services management protocol
664,udp,asf-secure-rmcp,ASF Secure Remote Management and Control Protocol
665,tcp,sun-dr,Sun DR
665,udp,sun-dr,Sun DR
666,tcp,mdqs,
666,udp,mdqs,
667,tcp,disclose,campaign contribution disclosures - SDR Technologies
667,udp,disclose,campaign contribution disclosures - SDR Technologies
668,tcp,mecomm,MeComm
668,udp,mecomm,MeComm
669,tcp,meregister,MeRegister
669,udp,meregister,MeRegister
670,tcp,vacdsm-sws,VACDSM-SWS
670,udp,vacdsm-sws,VACDSM-SWS
671,tcp,vacdsm-app,VACDSM-APP
671,udp,vacdsm-app,VACDSM-APP
672,tcp,vpps-qua,VPPS-QUA
672,udp,vpps-qua,VPPS-QUA
673,tcp,cimplex,CIMPLEX
673,udp,cimplex,CIMPLEX
674,tcp,acap,ACAP
674,udp,acap,ACAP
675,tcp,dctp,DCTP
675,udp,dctp,DCTP
676,tcp,vpps-via,VPPS Via
676,udp,vpps-via,VPPS Via
677,tcp,vpp,Virtual Presence Protocol
677,udp,vpp,Virtual Presence Protocol
678,tcp,ggf-ncp,GNU Generation Foundation NCP
678,udp,ggf-ncp,GNU Generation Foundation NCP
679,tcp,mrm,MRM
679,udp,mrm,MRM
680,tcp,entrust-aaas,entrust-aaas
680,udp,entrust-aaas,entrust-aaas
681,tcp,entrust-aams,entrust-aams
681,udp,entrust-aams,entrust-aams
682,tcp,xfr,XFR
682,udp,xfr,XFR
683,tcp,corba-iiop,CORBA IIOP
683,udp,corba-iiop,CORBA IIOP
684,tcp,corba-iiop-ssl,CORBA IIOP SSL
684,udp,corba-iiop-ssl,CORBA IIOP SSL
685,tcp,mdc-portmapper,MDC Port Mapper
685,udp,mdc-portmapper,MDC Port Mapper
686,tcp,hcp-wismar,Hardware Control Protocol Wismar
686,udp,hcp-wismar,Hardware Control Protocol Wismar
687,tcp,asipregistry,asipregistry
687,udp,asipregistry,asipregistry
688,tcp,realm-rusd,ApplianceWare managment protocol
688,udp,realm-rusd,ApplianceWare managment protocol
689,tcp,nmap,NMAP
689,udp,nmap,NMAP
690,tcp,vatp,Velneo Application Transfer Protocol
690,udp,vatp,Velneo Application Transfer Protocol
691,tcp,msexch-routing,MS Exchange Routing
691,udp,msexch-routing,MS Exchange Routing
692,tcp,hyperwave-isp,Hyperwave-ISP
692,udp,hyperwave-isp,Hyperwave-ISP
693,tcp,connendp,almanid Connection Endpoint
693,udp,connendp,almanid Connection Endpoint
694,tcp,ha-cluster,ha-cluster
694,udp,ha-cluster,ha-cluster
695,tcp,ieee-mms-ssl,IEEE-MMS-SSL
695,udp,ieee-mms-ssl,IEEE-MMS-SSL
696,tcp,rushd,RUSHD
696,udp,rushd,RUSHD
697,tcp,uuidgen,UUIDGEN
697,udp,uuidgen,UUIDGEN
698,tcp,olsr,OLSR
698,udp,olsr,OLSR
699,tcp,accessnetwork,Access Network
699,udp,accessnetwork,Access Network
700,tcp,epp,Extensible Provisioning Protocol
700,udp,epp,Extensible Provisioning Protocol
701,tcp,lmp,Link Management Protocol (LMP)
701,udp,lmp,Link Management Protocol (LMP)
702,tcp,iris-beep,IRIS over BEEP
702,udp,iris-beep,IRIS over BEEP
704,tcp,elcsd,errlog copy/server daemon
704,udp,elcsd,errlog copy/server daemon
705,tcp,agentx,AgentX
705,udp,agentx,AgentX
706,tcp,silc,SILC
706,udp,silc,SILC
707,tcp,borland-dsj,Borland DSJ
707,udp,borland-dsj,Borland DSJ
709,tcp,entrust-kmsh,Entrust Key Management Service Handler
709,udp,entrust-kmsh,Entrust Key Management Service Handler
710,tcp,entrust-ash,Entrust Administration Service Handler
710,udp,entrust-ash,Entrust Administration Service Handler
711,tcp,cisco-tdp,Cisco TDP
711,udp,cisco-tdp,Cisco TDP
712,tcp,tbrpf,TBRPF
712,udp,tbrpf,TBRPF
713,tcp,iris-xpc,IRIS over XPC
713,udp,iris-xpc,IRIS over XPC
714,tcp,iris-xpcs,IRIS over XPCS
714,udp,iris-xpcs,IRIS over XPCS
715,tcp,iris-lwz,IRIS-LWZ
715,udp,iris-lwz,IRIS-LWZ
716,udp,pana,PANA Messages
729,tcp,netviewdm1,IBM NetView DM/6000 Server/Client
729,udp,netviewdm1,IBM NetView DM/6000 Server/Client
730,tcp,netviewdm2,IBM NetView DM/6000 send/tcp
730,udp,netviewdm2,IBM NetView DM/6000 send/tcp
731,tcp,netviewdm3,IBM NetView DM/6000 receive/tcp
731,udp,netviewdm3,IBM NetView DM/6000 receive/tcp
741,tcp,netgw,netGW
741,udp,netgw,netGW
742,tcp,netrcs,Network based Rev. Cont. Sys.
742,udp,netrcs,Network based Rev. Cont. Sys.
744,tcp,flexlm,Flexible License Manager
744,udp,flexlm,Flexible License Manager
747,tcp,fujitsu-dev,Fujitsu Device Control
747,udp,fujitsu-dev,Fujitsu Device Control
748,tcp,ris-cm,Russell Info Sci Calendar Manager
748,udp,ris-cm,Russell Info Sci Calendar Manager
749,tcp,kerberos-adm,kerberos administration
749,udp,kerberos-adm,kerberos administration
750,tcp,rfile,
750,udp,loadav,
751,tcp,pump,
751,udp,pump,
752,tcp,qrh,
752,udp,qrh,
753,tcp,rrh,
753,udp,rrh,
754,tcp,tell,send
754,udp,tell,send
758,tcp,nlogin,
758,udp,nlogin,
759,tcp,con,
759,udp,con,
760,tcp,ns,
760,udp,ns,
761,tcp,rxe,
761,udp,rxe,
762,tcp,quotad,
762,udp,quotad,
763,tcp,cycleserv,
763,udp,cycleserv,
764,tcp,omserv,
764,udp,omserv,
765,tcp,webster,
765,udp,webster,
767,tcp,phonebook,phone
767,udp,phonebook,phone
769,tcp,vid,
769,udp,vid,
770,tcp,cadlock,
770,udp,cadlock,
771,tcp,rtip,
771,udp,rtip,
772,tcp,cycleserv2,
772,udp,cycleserv2,
773,tcp,submit,
773,udp,notify,
774,tcp,rpasswd,
774,udp,acmaint-dbd,"IANA assigned this well-formed service name as a replacement for ""acmaint_dbd""."
775,tcp,entomb,
775,udp,acmaint-transd,"IANA assigned this well-formed service name as a replacement for ""acmaint_transd""."
776,tcp,wpages,
776,udp,wpages,
777,tcp,multiling-http,Multiling HTTP
777,udp,multiling-http,Multiling HTTP
780,tcp,wpgs,
780,udp,wpgs,
800,tcp,mdbs-daemon,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
800,udp,mdbs-daemon,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
801,tcp,device,
801,udp,device,
802,tcp,mbap-s,Modbus Application Protocol Secure
802,udp,mbap-s,Modbus Application Protocol Secure
810,tcp,fcp-udp,FCP
810,udp,fcp-udp,FCP Datagram
828,tcp,itm-mcell-s,itm-mcell-s
828,udp,itm-mcell-s,itm-mcell-s
829,tcp,pkix-3-ca-ra,PKIX-3 CA/RA
829,udp,pkix-3-ca-ra,PKIX-3 CA/RA
830,tcp,netconf-ssh,NETCONF over SSH
830,udp,netconf-ssh,NETCONF over SSH
847,tcp,dhcp-failover2,dhcp-failover 2
847,udp,dhcp-failover2,dhcp-failover 2
848,tcp,gdoi,GDOI
848,udp,gdoi,GDOI
853,tcp,domain-s,DNS query-response protocol run over TLS
853,udp,domain-s,DNS query-response protocol run over DTLS or QUIC
854,tcp,dlep,Dynamic Link Exchange Protocol (DLEP)
854,udp,dlep,Dynamic Link Exchange Protocol (DLEP)
860,tcp,iscsi,iSCSI
860,udp,iscsi,iSCSI
861,tcp,owamp-control,OWAMP-Control
861,udp,owamp-test,OWAMP-Test
862,tcp,twamp-control,TWAMP-Control
862,udp,twamp-test,TWAMP-Test Receiver Port
873,tcp,rsync,rsync
873,udp,rsync,rsync
886,tcp,iclcnet-locate,ICL coNETion locate server
886,udp,iclcnet-locate,ICL coNETion locate server
887,tcp,iclcnet-svinfo,"ICL coNETion server info IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
887,udp,iclcnet-svinfo,"ICL coNETion server info IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
888,tcp,accessbuilder,AccessBuilder
888,udp,accessbuilder,AccessBuilder
900,tcp,omginitialrefs,OMG Initial Refs
900,udp,omginitialrefs,OMG Initial Refs
901,tcp,smpnameres,SMPNAMERES
901,udp,smpnameres,SMPNAMERES
902,tcp,ideafarm-door,self documenting Telnet Door
902,udp,ideafarm-door,self documenting Door: send 0x00 for info
903,tcp,ideafarm-panic,self documenting Telnet Panic Door
903,udp,ideafarm-panic,self documenting Panic Door: send 0x00 for info
910,tcp,kink,Kerberized Internet Negotiation of Keys (KINK)
910,udp,kink,Kerberized Internet Negotiation of Keys (KINK)
911,tcp,xact-backup,xact-backup
911,udp,xact-backup,xact-backup
912,tcp,apex-mesh,APEX relay-relay service
912,udp,apex-mesh,APEX relay-relay service
913,tcp,apex-edge,APEX endpoint-relay service
913,udp,apex-edge,APEX endpoint-relay service
914,udp,rift-lies,Routing in Fat Trees Link Information Element
915,udp,rift-ties,Routing in Fat Trees Topology Information Element
953,tcp,rndc,BIND9 remote name daemon controller
989,tcp,ftps-data,"ftp protocol, data, over TLS/SSL"
989,udp,ftps-data,"ftp protocol, data, over TLS/SSL"
990,tcp,ftps,"ftp protocol, control, over TLS/SSL"
990,udp,ftps,"ftp protocol, control, over TLS/SSL"
991,tcp,nas,Netnews Administration System
991,udp,nas,Netnews Administration System
992,tcp,telnets,telnet protocol over TLS/SSL
992,udp,telnets,telnet protocol over TLS/SSL
993,tcp,imaps,IMAP over TLS protocol
993,udp,,Reserved
995,tcp,pop3s,POP3 over TLS protocol
995,udp,pop3s,pop3 protocol over TLS/SSL (was spop3)
996,tcp,vsinet,vsinet
996,udp,vsinet,vsinet
997,tcp,maitrd,
997,udp,maitrd,
998,tcp,busboy,
998,udp,puparp,
999,tcp,garcon,
999,udp,applix,Applix ac
1000,tcp,cadlock2,
1000,udp,cadlock2,
1001,tcp,webpush,HTTP Web Push
1010,tcp,surf,surf
1010,udp,surf,surf
1021,tcp,exp1,RFC3692-style Experiment 1
1021,udp,exp1,RFC3692-style Experiment 1
1022,tcp,exp2,RFC3692-style Experiment 2
1022,udp,exp2,RFC3692-style Experiment 2
1080,tcp,socks,Socks
1080,udp,socks,Socks
1194,tcp,openvpn,OpenVPN
1194,udp,openvpn,OpenVPN
1337,tcp,menandmice-dns,menandmice DNS
1337,udp,menandmice-dns,menandmice DNS
1433,tcp,ms-sql-s,Microsoft-SQL-Server
1433,udp,ms-sql-s,Microsoft-SQL-Server
1434,tcp,ms-sql-m,Microsoft-SQL-Monitor
